i,percentile_column_name,month_start,num_surgeries_completed,average_session_utilisation,total_mins_overtime,num_sessions_that_run_overtime,num_sessions_with_cancelled_surgeries,num_surgeries_cancelled
255,duration_40th_percentile,2015-03-01,57,0.9745460914098069,74.59803485224666,3,4,4
256,duration_40th_percentile,2015-03-01,56,0.990373854373309,88.04124280274254,5,4,4
257,duration_40th_percentile,2015-03-01,53,0.996807406524384,119.4022360632938,6,6,6
258,duration_40th_percentile,2015-03-01,52,0.982360078071077,53.252966849006384,4,3,3
259,duration_40th_percentile,2015-03-01,48,0.9905116555368091,36.24743711663871,3,5,5
260,duration_40th_percentile,2015-03-01,55,0.9775585542934521,58.20815268182707,4,4,4
261,duration_40th_percentile,2015-03-01,46,0.9719482828187415,71.3796831549547,3,6,6
262,duration_40th_percentile,2015-03-01,52,0.9924058419680593,83.1584050970207,4,4,4
263,duration_40th_percentile,2015-03-01,53,0.9944836637699268,112.63040134994412,6,5,5
264,duration_40th_percentile,2015-03-01,53,0.9912785936329602,24.94236226560247,2,5,5
265,duration_40th_percentile,2015-03-01,51,0.9773996485168313,8.05938208967018,1,5,5
266,duration_40th_percentile,2015-03-01,51,0.9977749784929186,65.20946442409354,5,5,5
267,duration_40th_percentile,2015-03-01,53,0.9862534366115493,51.73092300542692,4,6,6
268,duration_40th_percentile,2015-03-01,43,0.9908388190192475,81.55687087532829,5,7,7
269,duration_40th_percentile,2015-03-01,50,0.9952386836494197,123.4068031261304,6,6,6
270,duration_40th_percentile,2015-03-01,41,0.9790569568969217,25.654054198166932,2,7,7
271,duration_40th_percentile,2015-03-01,50,0.9977709874714141,87.5433959057782,5,5,5
272,duration_40th_percentile,2015-03-01,54,0.9738801629341408,104.07061160036017,4,4,4
273,duration_40th_percentile,2015-03-01,51,0.9791070409917992,42.29747442631128,2,6,6
274,duration_40th_percentile,2015-03-01,48,0.9841833671642064,18.244747767189324,2,6,6
275,duration_40th_percentile,2015-03-01,58,0.9778212702575696,82.5912047555828,3,2,2
276,duration_40th_percentile,2015-03-01,50,0.9975647685959871,75.44219596979121,5,7,7
277,duration_40th_percentile,2015-03-01,50,0.9765027947377946,52.05935145587239,3,4,4
278,duration_40th_percentile,2015-03-01,46,0.9869264308677714,28.10058385431762,3,7,7
279,duration_40th_percentile,2015-03-01,45,0.9911474453196117,63.57819484536469,4,7,7
280,duration_40th_percentile,2015-03-01,55,0.9869737352119856,46.345836914902975,4,4,4
281,duration_40th_percentile,2015-03-01,50,0.9961532286087044,161.42860038932474,6,5,5
282,duration_40th_percentile,2015-03-01,48,0.9831556233388178,51.61998662594419,4,5,5
283,duration_40th_percentile,2015-03-01,57,0.9769615742919437,47.651209154197204,4,4,4
284,duration_40th_percentile,2015-03-01,48,0.9856470236493303,35.81733909788477,3,6,6
285,duration_40th_percentile,2015-03-01,53,0.9949115658377117,139.08129310454,6,4,4
286,duration_40th_percentile,2015-03-01,46,0.9981622378718077,52.31921252728216,5,7,7
287,duration_40th_percentile,2015-03-01,42,0.982970415398132,80.46599510026942,4,7,7
288,duration_40th_percentile,2015-03-01,48,0.9893763221731113,59.80254398885347,4,7,7
289,duration_40th_percentile,2015-03-01,48,0.9976971295939959,93.51060259373492,5,6,6
290,duration_40th_percentile,2015-03-01,51,0.9850977931964889,50.747409137375826,3,5,5
291,duration_40th_percentile,2015-03-01,46,0.99753663626532,83.64258525657397,5,7,7
292,duration_40th_percentile,2015-03-01,48,0.9714433855509091,53.6730419315702,4,6,6
293,duration_40th_percentile,2015-03-01,50,0.9907017545149258,91.46840464772004,4,5,5
294,duration_40th_percentile,2015-03-01,50,0.9899259823941967,95.15447685063066,5,5,5
295,duration_40th_percentile,2015-03-01,50,0.9869976099114905,22.767640717563495,3,6,6
296,duration_40th_percentile,2015-03-01,48,0.9910428343119262,44.75047977990221,3,7,7
297,duration_40th_percentile,2015-03-01,50,0.9959010411500214,115.18493702661465,5,6,6
298,duration_40th_percentile,2015-03-01,50,0.9872329172292275,65.69417104013462,5,6,6
299,duration_40th_percentile,2015-03-01,51,0.9994486824138377,127.03565647984544,5,6,6
0,duration_45th_percentile,2015-03-01,43,0.9821523012872956,55.36793911089751,4,5,5
1,duration_45th_percentile,2015-03-01,48,0.9857535290595608,31.290191801881292,4,5,5
2,duration_45th_percentile,2015-03-01,48,0.9830909458465186,103.44599511312208,5,5,5
3,duration_45th_percentile,2015-03-01,49,0.9867876917736778,23.56274184363724,3,5,5
4,duration_45th_percentile,2015-03-01,46,0.9939517304647182,93.43649629199842,5,5,5
