,iteration,objective type,disruptions?,perfect_information_bool,days_considered_tardy,week,total tardiness,number of patients tardy,average wait time (priority < 0.33),average wait_time (0.33 < priority < 0.66),average wait time 0.66 < priority,number of surgeries scheduled,num sessions,num surgeries cancelled,cancelation proportion
208,2,t&p matrix,False,True,91,18,0,0,1.7959183673469388,20.53061224489796,10.73469387755102,49,7,0,0.0
209,2,t&p matrix,False,True,91,19,0,0,29.161290322580644,17.774193548387096,5.419354838709677,31,7,0,0.0
210,2,t&p matrix,False,True,91,20,0,0,22.541666666666668,10.895833333333334,1.8958333333333333,48,7,0,0.0
211,2,t&p matrix,False,True,91,21,0,0,19.56756756756757,31.54054054054054,8.35135135135135,37,8,0,0.0
212,2,t&p matrix,False,True,91,22,0,0,16.837209302325583,15.744186046511627,6.1395348837209305,43,7,0,0.0
213,2,t&p matrix,False,True,91,23,0,0,57.18181818181818,24.363636363636363,3.8181818181818183,22,5,0,0.0
214,2,t&p matrix,False,True,91,24,0,0,24.84090909090909,9.795454545454545,4.545454545454546,44,7,0,0.0
215,2,t&p matrix,False,True,91,25,0,0,20.70212765957447,20.25531914893617,1.7234042553191489,47,8,0,0.0
216,2,t&p matrix,False,True,91,26,0,0,8.39622641509434,26.735849056603772,6.773584905660377,53,9,0,0.0
217,2,t&p matrix,False,True,91,27,0,0,30.11111111111111,14.25,2.0,36,8,0,0.0
218,2,t&p matrix,False,True,91,28,0,0,21.783783783783782,13.378378378378379,8.432432432432432,37,6,0,0.0
219,2,t&p matrix,False,True,91,29,0,0,45.26315789473684,22.526315789473685,14.210526315789474,19,5,0,0.0
220,2,t&p matrix,False,True,91,30,0,0,67.26666666666667,14.666666666666666,-0.2,30,6,0,0.0
221,2,t&p matrix,False,True,91,31,0,0,64.86666666666666,17.333333333333332,0.0,15,5,0,0.0
222,2,t&p matrix,False,True,91,32,0,0,20.846153846153847,7.538461538461538,4.153846153846154,52,7,0,0.0
223,2,t&p matrix,False,True,91,33,0,0,27.88095238095238,9.928571428571429,0.5714285714285714,42,7,0,0.0
224,2,t&p matrix,False,True,91,34,0,0,29.4,11.15,2.375,40,6,0,0.0
225,2,t&p matrix,False,True,91,35,0,0,24.272727272727273,9.606060606060606,3.484848484848485,33,7,0,0.0
226,2,t&p matrix,False,True,91,36,0,0,31.81081081081081,10.621621621621621,7.621621621621622,37,7,0,0.0
227,2,t&p matrix,False,True,91,37,0,0,20.53846153846154,4.435897435897436,1.435897435897436,39,7,0,0.0
228,2,t&p matrix,False,True,91,38,0,0,41.8421052631579,4.842105263157895,4.2894736842105265,38,7,0,0.0
229,2,t&p matrix,False,True,91,39,0,0,27.761904761904763,5.928571428571429,0.07142857142857142,42,9,0,0.0
230,2,t&p matrix,False,True,91,40,0,0,20.511111111111113,14.555555555555555,2.2,45,7,0,0.0
231,2,t&p matrix,False,True,91,41,0,0,60.29032258064516,8.225806451612904,-0.16129032258064516,31,7,0,0.0
232,2,t&p matrix,False,True,91,42,0,0,79.6,0.0,0.0,20,5,0,0.0
233,2,t&p matrix,False,True,91,45,0,0,24.076923076923077,9.423076923076923,8.26923076923077,26,5,0,0.0
